,Title,Address,City,State,PostalCode,Units,Open Date,Phase,Latitude,Longitude,Market,Submarket
5644,Hotel,1711 Bethlehem Pike,Hilltown,PA,19440,100,,Planning,40.2944643,-75.2724113,Philadelphia,Philadelphia North Suburbs 
5645,Block B,W 7th St,Fort Worth,TX,76107,125,,Deferred,32.7504345,-97.3641338,Fort Worth/Arlington,Fort Worth CBD/I-820 West 
5646,Unknown Name,1 Fm-3510 Rd,Jourdanton,TX,78064,0,,Abandoned,28.9475824,-98.5167512,Texas South,Texas South Area 
5647,Unknown Name,666 10th St,Floresville,TX,78114,0,,Abandoned,29.1490899,-98.1606614,San Antonio,San Antonio South 
5648,Market Place @ Meadow Park,10 Panorama Dr,Divide,CO,80814,100,,Planning,38.948612,-105.145437,Colorado Springs,Colorado Springs North 
5649,Unknown Name,165 I-35 South Dr,Cotulla,TX,78014,0,,Abandoned,28.4464209,-99.241192,Texas South,Texas South Area 
5650,Unknown Name,1 Loop 517,Carrizo Springs,TX,78834,0,,Abandoned,28.5438174,-99.8483717,Texas South,Texas South Area 
5651,Unknown Name,201 F St NW,Washington,DC,20002,222,,Planning,38.8976246,-77.014154,Washington,Washington DC CBD 
5652,Dolce Hotels & Resorts by Wyndham Chantilly,43850 Eastgate View Dr,Chantilly,VA,20152-5781,243,7/25/2025,Planning,38.9142141,-77.4847463,Washington,Dulles Airport Area 
5653,Unknown Name,1060 S Claussen Rd,Augusta,GA,30907,200,,Abandoned,33.5188395,-82.0389112,Augusta,Augusta CBD/North Augusta 
5654,Unknown Name,720 W Calvert Ave,Karnes City,TX,78118,0,,Abandoned,28.8848624,-97.9050053,Texas South,Texas South Area 
5655,Unknown Name,5221 Detroit Rd,Sheffield Village,OH,44054-2902,124,,Abandoned,41.4275838,-82.0814795,Cleveland,Cleveland Surrounding Areas 
5656,Unknown Name,1322 9th St NW,Washington,DC,20001-4208,104,,Deferred,38.9080963,-77.0243222,Washington,Washington DC CBD 
5657,Hotel,720 W Loop 410 Fwy,San Antonio,TX,78221,0,,Abandoned,29.3193086,-98.5128741,San Antonio,San Antonio South 
5658,Bellevue Square I,403 Bellevue Way,Bellevue,WA,98004,160,,Planning,47.6142924,-122.2022879,Seattle,Bellevue/East 
5659,D,1091 Kalfran Dr,Osage Beach,MO,65065,74,,Abandoned,38.134299,-92.653069,Missouri South,Missouri South Central Area 
5660,Kalfran Lodge,1091 Kalfran Dr,Osage Beach,MO,65065,56,,Deferred,38.1335228,-92.6527304,Missouri South,Missouri South Central Area 
5661,Hotel,23024 N I-35 Fwy,New Braunfels,TX,78132,0,,Abandoned,29.6306333,-98.228378,San Antonio,San Antonio Northeast 
5662,Valley View Motel,12041 Sierra Way,Kernville,CA,93238-9734,6,,Abandoned,35.7385345,-118.4148011,California South/Central,Bakersfield 
5663,Phase 4,1 Congress St,Boston,MA,02114-2010,200,,In Construction,42.3630289,-71.05856,Boston,Boston CBD/Airport 
5664,Courtyard by Marriott Dilworth,216 E Worthington Ave,Charlotte,NC,28203-4710,127,,Planning,35.2101612,-80.8584795,Charlotte,Charlotte CBD 
5665,Unknown Name,980 E Roosevelt Rd,West Chicago,IL,60185-3927,64,,Abandoned,41.859486,-88.1883625,Chicago,Chicago DuPage County 
5666,Unknown Name,669 Bay Esplanade,Clearwater Beach,FL,33767,102,,Abandoned,27.9877929,-82.8246637,Tampa,Clearwater 
5667,Unknown Name,Reston Metro Plz,Reston,VA,20190,250,,Planning,38.9492746,-77.3372405,Washington,Dulles Airport Area 
5668,Potential Conversion to Hotel,1625-1629 Griffith Park Blvd,Los Angeles,CA,90026-1051,25,,Abandoned,34.0916234,-118.2780834,Los Angeles,Los Angeles CBD 
5669,Unknown Name,100 S Hughey Ave,Orlando,FL,32801,250,,Final Planning,28.5412375,-81.3834824,Orlando,Orlando Central 
5670,Sycamore Crossing,3814 San Pablo Ave,Hercules,CA,94547,100,,Deferred,38.0135463,-122.2757829,Oakland,Oakland Northeast/Concord 
5671,Unknown Name,3000 M St NW,Washington,DC,20007,256,,Deferred,38.9049597,-77.0594339,Washington,Washington DC CBD 
5672,Pad C,Sheldon Rd,Elk Grove,CA,95624,110,,Abandoned,38.4390187,-121.3985857,Sacramento,Sacramento East 
5673,Unknown Name,1130 S Hope St,Los Angeles,CA,90015-2119,144,,Planning,34.0412822,-118.2634857,Los Angeles,Los Angeles CBD 
5674,Unknown Name,120 S Mill Ave,Tempe,AZ,85281,237,,Planning,33.428796,-111.9403454,Phoenix,Tempe 
5675,Unknown Name,20 Westminster Way,Lincolnshire,IL,60069-3436,116,,Deferred,42.1989919,-87.8912638,Chicago,Lake County 
5676,Unknown Name,193 Market St,Newark,NJ,7102,130,,Deferred,40.7357459,-74.1709462,Newark,Newark/Union County NJ 
5677,Unknown Name,2671 Atlantic Ave,Brooklyn,NY,11207,49,,Abandoned,40.6760883,-73.8957629,New York,New York City Area 
5678,Unknown Name,Garden City Dr,New Carrollton,MD,20784,175,,Abandoned,38.9472062,-76.8706808,Washington,Maryland South/East 
5679,Hyatt Summerfield Suites,1265 Sweet Home Rd,Amherst,NY,14228,130,,Deferred,42.9963256,-78.7993989,Buffalo,Amherst/Williamsville 
5680,Unknown Name,621 S Catalina St,Los Angeles,CA,90005-1702,75,,Abandoned,34.0627304,-118.2958274,Los Angeles,Los Angeles CBD 
5681,Hudson Lights at Fort Lee Phase II Hotel,175 Main St,Fort Lee,NJ,7024,175,,Deferred,40.8531431,-73.9683587,Bergen/Passaic,Bergen/East Rutherford NJ 
5682,Unknown Name,419 SW Washington St,Portland,OR,97204-2203,246,,Abandoned,45.520309,-122.6760002,Portland,Portland CBD 
5683,Unknown Name,62 East Ave,Austin,TX,78701-4315,31,,Planning,30.2580197,-97.7382458,Austin,Austin CBD 
5684,Broadway Trade Center Hotel,831 S Broadway,Los Angeles,CA,90014,150,,Deferred,34.0433058,-118.2555877,Los Angeles,Los Angeles CBD 
5685,One Miamicentral Hotel,600 NW 1st St,Miami,FL,33128-1506,250,,Abandoned,25.7763275,-80.1955319,Miami,Miami CBD/North 
5686,Hotel,4101 E 21st St N,Wichita,KS,67208,114,,Abandoned,37.722438,-97.2815715,Kansas,Wichita KS 
5687,Hotel - Planning Area II,Lost Canyon Rd,Santa Clarita,CA,91387,200,,Planning,34.4153937,-118.4356326,Los Angeles,Los Angeles North 
5688,Chateau Square,600 E Hallandale Beach Blvd,Hallandale Beach,FL,33009,280,,Final Planning,25.9851227,-80.1413125,Fort Lauderdale,Hollywood/Airport 
5689,Vib - Best Western,NE 17th St,Miami,FL,33136,200,,Deferred,25.7920814,-80.191255,Miami,Miami CBD/North 
5690,The Plaza at Santa Monica,1336 5th St,Santa Monica,CA,90401-1415,225,,Abandoned,34.0176747,-118.4953431,Los Angeles,Santa Monica/Marina Del Rey 
5691,SoLe Mia Hotel,15046 Biscayne Blvd,North Miami,FL,33181,150,,Deferred,25.9093936,-80.1528945,Miami,Miami CBD/North 
5692,New Boutique Hotel,7720 W Courtney Campbell Cswy,Tampa,FL,33607,180,,Abandoned,27.9679212,-82.5727565,Tampa,Tampa CBD/Airport 
5693,Hotel,2-4 Serramonte Ctr,Daly City,CA,94015-2345,137,,Planning,37.6748469,-122.470128,San Francisco/San Mateo,San Francisco Area 
5694,Unknown Name,1011 N Broadway St,Los Angeles,CA,90012,92,,Abandoned,34.0674998,-118.2358429,Los Angeles,Los Angeles CBD 
5695,Lewis Wharf Hotel,28 Atlantic Ave,Boston,MA,2110,277,,Abandoned,42.3634055,-71.0491087,Boston,Boston CBD/Airport 
5696,Downing Street Hotel Suites,Chevalier Ave,Sayreville,NJ,8872,750,,Abandoned,40.5020629,-74.3062133,Central New Jersey,Brunswick/Edison Area NJ 
5697,Hampton Inn & Suites,12353 Winter Garden Vineland Rd,Orlando,FL,32836,156,,Abandoned,28.3880222,-81.5083421,Orlando,Lake Buena Vista 
5698,Hotel Worthington,45 Morehall Rd,Malvern,PA,19355,152,,Final Planning,40.0518634,-75.5139516,Philadelphia,Philadelphia West Suburbs 
5699,The City Market of Los Angeles Hotel,1057 S San Pedro St,Los Angeles,CA,90015-2321,210,,Deferred,34.0356376,-118.2520187,Los Angeles,Los Angeles CBD 
5700,Imperial Beach Boutique Hotel,1046 Seacoast Dr,Imperial Beach,CA,91932-2522,100,,Abandoned,32.5771311,-117.1320902,San Diego,San Diego South/East 
5701,Miramar Hotel,1133 Ocean Ave,Santa Monica,CA,90403,280,,Planning,34.0177187,-118.5013733,Los Angeles,Santa Monica/Marina Del Rey 
5702,Ocean Avenue Project,101 Santa Monica Blvd,Santa Monica,CA,90401-2201,115,,Planning,34.0147844,-118.4977454,Los Angeles,Santa Monica/Marina Del Rey 
5703,Dallas Midtown - Hotel,Peterson Ln & Montfort Dr,Dallas,TX,75240,250,,Deferred,32.9298552,-96.8094438,Dallas,Addison/LBJ Freeway 
5704,TownPark Commons,International Pky,Lake Mary,FL,32746,250,,Deferred,28.7946341,-81.3523311,Orlando,Orlando North 
5705,Village Center Hotel,Camino Ruiz,San Diego,CA,92126,150,,Planning,32.8996034,-117.1409858,San Diego,San Diego Northeast/Escondido 
5706,Residence Inn/Courtyard Marriott,200 Michigan Ave NE,Washington,DC,20017,260,,Abandoned,38.9308052,-77.0050816,Washington,Washington DC CBD 
5707,Unknown Name,Maitland Blvd & SR 434,Orlando,FL,32810,120,,Deferred,28.6395345,-81.4131806,Orlando,Orlando North 
5708,Unknown Name,937 N Harbor Dr,San Diego,CA,92101-5812,1035,,Planning,32.7148777,-117.1718641,San Diego,San Diego CBD 
5709,Unknown Name,2384 Fairmount Hwy SE,Calhoun,GA,30701,64,,Abandoned,34.4570632,-84.9014486,Georgia North,Georgia Northwest 
5710,Unknown Name,645 Harrison St,San Francisco,CA,94107-1312,469,,Deferred,37.7836137,-122.3956319,San Francisco/San Mateo,San Francisco Market St 
5711,Oxford Suites Hotel - Phase 1,NW Amberwood Rd,Hillsboro,OR,97124,167,,Deferred,45.5387264,-122.8933174,Portland,Beaverton/Sunset Hwy West 
5712,Oxford Suites Hillsboro,2580 NW Aloclek Dr,Hillsboro,OR,97124,237,,Planning,45.538488,-122.892119,Portland,Beaverton/Sunset Hwy West 
5713,Unknown Name,801 Broadcast Pl,Jacksonville,FL,32207-8612,147,,Deferred,30.3157223,-81.6478498,Jacksonville,Jacksonville/Airport 
5714,The Venice Place Project,1033 Abbot Kinney Blvd,Venice,CA,90291-3386,78,,Final Planning,33.9921885,-118.471458,Los Angeles,Santa Monica/Marina Del Rey 
5715,Unknown Name,Innovation Ave,Sterling,VA,20166,200,,Abandoned,38.9714527,-77.4270913,Washington,Dulles Airport Area 
5716,Unknown Name,951 Ballpark Way,Winston-Salem,NC,27101-3677,250,,Abandoned,36.0928217,-80.253966,Greensboro/Winston Salem,Winston-Salem 
5717,Santa Fe Square Hotel,111 S Elgin Ave,Tulsa,OK,74120-1816,105,,Abandoned,36.1569822,-95.9858263,Tulsa,Tulsa CBD 
5718,Westin New York Staten Island,5 Bay St,Staten Island,NY,10301-2510,175,,Deferred,40.641887,-74.074414,New York,New York City Area 
5719,Unknown Name,Katy Mills Dr,Katy,TX,77494,304,,Final Planning,29.7726282,-95.8030715,Houston,Katy Freeway West 
5720,W Park Blvd Hotel,W Park Blvd,Plano,TX,75093,100,,Abandoned,33.03111,-96.834275,Dallas,West Plano/Frisco 
5721,Crossroads Hollywood A1,6700-6760 Selma Ave,Los Angeles,CA,90028-6158,308,,Planning,34.0994781,-118.338083,Los Angeles,Hollywood/Beverly Hills 
5722,Unknown Name,1700 W Olympic Blvd,Los Angeles,CA,90015-1004,149,,Abandoned,34.0493695,-118.2761225,Los Angeles,Los Angeles CBD 
5723,Unknown Name,600 W Amelia St,Orlando,FL,32801-1107,225,,Final Planning,28.5491191,-81.3867429,Orlando,Orlando Central 
5724,Unknown Name,233 Canoe Brook Rd,Short Hills,NJ,7078,240,,Planning,40.7408093,-74.3589566,Newark,Newark/Union County NJ 
5725,Equinox Hotel Chicago,725 W Randolph St,Chicago,IL,60661-2103,240,,Deferred,41.8840653,-87.6466935,Chicago,Chicago CBD 
5726,Olympic Tower Hotel,811 W Olympic Blvd,Los Angeles,CA,90015-1325,373,,Abandoned,34.0454224,-118.2646756,Los Angeles,Los Angeles CBD 
5727,Unknown Name,421 S Dixie Hwy,West Palm Beach,FL,33401,200,,Deferred,26.7097209,-80.0543879,Palm Beach ,West Palm Beach 
5728,Bell Works - Hotel,101 Crawfords Corner Rd,Holmdel,NJ,7733,251,,Planning,40.3712871,-74.1574372,New Jersey Shore,North Shore NJ 
5729,Little Caesars Arena--Hotel,2617 Park Ave,Detroit,MI,48201,350,,Planning,42.340828,-83.056327,Detroit,Detroit/Dearborn 
5730,Building 4,1810-1828 Bladensburg Rd NE,Washington,DC,20002-1808,234,,Planning,38.9161891,-76.9740624,Washington,Washington DC CBD 
5731,Drury Hotel,41 E Washington St,Indianapolis,IN,46204-3560,350,,Planning,39.7667067,-86.1565593,Indianapolis,Indianapolis CBD 
5732,Edge-on-Hudson Boutique Hotel,199 Beekman Ave,Sleepy Hollow,NY,10591-2403,140,,Planning,41.0835905,-73.868829,Lower Hudson Valley,Rockland/Westchester NY 
5733,Unknown Name,447 Battery St,San Francisco,CA,94111-3205,182,,Deferred,37.7955509,-122.4007196,San Francisco/San Mateo,San Francisco Nob Hill/Wharf 
5734,Signia by Hilton,159 Northside Dr NE,Atlanta,GA,30313,975,2/1/2024,In Construction,33.7589825,-84.3989284,Atlanta,Atlanta CBD 
5735,Cheval Blanc Beverly Hills,468 N Rodeo Dr,Beverly Hills,CA,90210-4502,115,,Planning,34.070612,-118.4039152,Los Angeles,Hollywood/Beverly Hills 
5736,High Street Atlanta,Perimeter Center Pky NE,Atlanta,GA,30346,750,,Deferred,33.9234768,-84.3475079,Atlanta,Perimeter Center/Roswell 
5737,Proposed Hotel,W McDowell Rd,Avondale,AZ,85323,150,,Planning,33.4628462,-112.2834977,Phoenix,Phoenix West 
5738,The Truax Hotel,41936 Third St,Temecula,CA,92590,151,,Planning,33.4932098,-117.1468216,Inland Empire,Riverside Surrounding 
5739,Grapevine Resort & Waterpark,Hwy 121 & Grapevine Mills Pky,Grapevine,TX,76051,440,,Planning,32.9755193,-97.0305193,Fort Worth/Arlington,Bedford/Grapevine 
5740,Unknown Name,26555 Telegraph Rd,Southfield,MI,48033-2495,105,,Abandoned,42.4840998,-83.2880973,Detroit,Southfield/Northwest 
5741,Residence Inn Vail,1783 N Frontage Rd W,Vail,CO,81657,146,5/6/2023,Final Planning,39.6350018,-106.4113064,Colorado Area,Colorado Ski Area 
5742,Even Hotel,2250 Blake St,Denver,CO,80205-2013,180,,Deferred,39.7567104,-104.9906995,Denver,Denver CBD 
5743,Hospitality Development site in Manitowoc,828 Memorial Dr,Manitowoc,WI,54220,71,,Planning,44.1161875,-87.635803,Wisconsin South,Wisconsin South Area 
5744,Residence Inn by Marriott,3701 N Powerline Rd,Oakland Park,FL,33309,128,,Deferred,26.1732082,-80.1550418,Fort Lauderdale,West Broward/Plantation 
5745,6AM,1206 E 6th St,Los Angeles,CA,90021-1210,412,,Deferred,34.0374759,-118.2371178,Los Angeles,Los Angeles CBD 
5746,The Magnolia Hotel,500 S Magnolia Ave,Orlando,FL,32801-3706,144,,Deferred,28.5368833,-81.3778058,Orlando,Orlando Central 
5747,Unknown Name,1533-1537 Franklin St,San Francisco,CA,94109,30,,In Construction,37.788807,-122.4240057,San Francisco/San Mateo,San Francisco Nob Hill/Wharf 
5748,Unknown Name,100 E Ocean Blvd,Long Beach,CA,90802,1000,,Deferred,33.7667117,-118.1919679,Los Angeles,Long Beach 
5749,Avienda - Hotel A,Powers Blvd,Chanhassen,MN,55317,250,,Deferred,44.8398989,-93.5546131,Minneapolis,Minneapolis South Area 
5750,Westfield Promenade 2035 - Hotel 1,6100 Topanga Canyon Blvd,Woodland Hills,CA,91367-3627,272,,Planning,34.1820973,-118.6053868,Los Angeles,Los Angeles North 
5751,Westfield Promenade 2035 - Hotel 2,6100 Topanga Canyon Blvd,Woodland Hills,CA,91367,300,,Deferred,34.1798741,-118.6021828,Los Angeles,Los Angeles North 
5752,Unknown Name,2611-2629 South Rd,Poughkeepsie,NY,12601-5396,120,,Final Planning,41.6686092,-73.9316076,Lower Hudson Valley,Newburgh/Kingston NY 
5753,Unknown Name,411 Meeting St,Charleston,SC,29403-6236,300,,Deferred,32.7915454,-79.9382014,Charleston,Charleston/West Ashley 
5754,Unknown Name,2000 E Spring Creek Pky,Plano,TX,75074,100,,Deferred,33.0550021,-96.6847435,Dallas,East Plano/Richardson 
5755,Unknown Name,1881-1905 Davie Blvd,Fort Lauderdale,FL,33312,150,,Planning,26.1073334,-80.1662286,Fort Lauderdale,West Broward/Plantation 
5756,Unknown Name,1300 Market St,St. Louis,MO,,150,,Abandoned,38.6483473,-90.1950415,Saint Louis,St Louis CBD 
5757,Amelia Island Waterfront Hotel Project,4744 Buccaneer Trl,Amelia Island,FL,32034,130,,Abandoned,30.6004671,-81.4665872,Jacksonville,Jacksonville Beaches 
5758,Autograph Collection by Marriott,Singleton Blvd,Dallas,TX,75212,223,,Abandoned,32.7791855,-96.8304665,Dallas,Dallas CBD/Market Center 
5759,D,S 10th St,Camden,NJ,8109,180,,Planning,39.9414242,-75.1120044,Philadelphia,Philadelphia CBD 
5760,H1 Oasis Promenade,Oasis Blvd,Redding,CA,96003,95,,Planning,40.647824,-122.3636311,California North,Redding/Chico 
5761,Art House,620 7th St,Santa Rosa,CA,95404,0,,In Construction,38.4426434,-122.7143917,California North,Santa Rosa/Sonoma 
5762,University of Cincinnati Digital Futures,655 Melish Pl,Cincinnati,OH,45206,0,,Deferred,39.1341699,-84.4944199,Cincinnati,Cincinnati Northwest 
5763,Americas Best Value Inn,6424 Queenston Blvd,Houston,TX,77084,42,,Abandoned,29.8685558,-95.6687774,Houston,Katy Freeway West 
5764,Hotel Portion,1815 Hawthorne Blvd,Redondo Beach,CA,90278-3420,150,,Planning,33.8723356,-118.354296,Los Angeles,South Bay 
5765,Unknown Name,1515 Elk St,Rock Springs,WY,82901,0,,Abandoned,41.6008389,-109.2303739,Wyoming,I-80 Corridor/Cheyenne WY 
5766,Tru by Hilton,474 Austin Graybill Rd,North Augusta,SC,29860-9255,90,,Abandoned,33.5646958,-81.9405076,Augusta,Augusta CBD/North Augusta 
5767,Deltona Village Phase III,SWC E Grave Ave & Howland Blvd,Deltona,FL,32725,100,,Planning,28.9456635,-81.2495692,Daytona Beach,Daytona Area 
5768,Driftwood At The Boardwalk,1600 N Ocean Blvd,Myrtle Beach,SC,29577,90,,In Construction,33.6964367,-78.8747234,Myrtle Beach,Myrtle Beach/South 
5769,The Village at Martin Crossing,NWC Of L Ave & Hwy 14,Lancaster,CA,93534,100,,Deferred,34.6619719,-118.1554796,Los Angeles,Los Angeles North 
5770,Hotel Pad Site,3442 W 114th St,Jenks,OK,74037,96,,Abandoned,35.9959936,-96.0141983,Tulsa,Tulsa South/Broken Arrow 
5771,AC Hotel by Marriott,S City Pky,Las Vegas,NV,89106,406,,Abandoned,36.1721813,-115.1501508,Las Vegas,Las Vegas North 
5772,AC Hotel,221 York Ave,Saint Louis,MO,63108,192,,In Construction,38.644386,-90.262642,Saint Louis,St Louis CBD 
5773,Lot 1,Dunlop Ln,Clarksville,TN,37040,20,,Deferred,36.5784582,-87.2743176,Tennessee Area,Clarksville 
5774,Tower 27 Hotel,2727 Turtle Creek Blvd,Dallas,TX,75219,200,,In Construction,32.8036416,-96.8081554,Dallas,Dallas CBD/Market Center 
5775,5th and Hill,333 W 5th St,Los Angeles,CA,90013-1901,190,,Abandoned,34.0486785,-118.2511764,Los Angeles,Los Angeles CBD 
5776,Hotel at Sky Ala Moana,1374 Kapiolani Blvd,Honolulu,HI,96814-3605,175,,Deferred,21.2941659,-157.8438654,Oahu Island,Oahu Area 
5777,Unknown Name,8705 E R L Thornton Fwy,Dallas,TX,75228-7113,70,,Abandoned,32.7953226,-96.6972519,Dallas,Dallas South/East 
5778,A.C. Hotel,Woodward Ave & Eliot St,Detroit,MI,48201,130,,Planning,42.3465511,-83.0567837,Detroit,Detroit/Dearborn 
5779,Raffles,40 Trinity Pl,Boston,MA,02116-5006,154,,In Construction,42.348464,-71.0750225,Boston,Boston CBD/Airport 
5780,Unknown Name,Diamond Dr,Lake Elsinore,CA,92530,266,,Planning,33.6552072,-117.2998559,Inland Empire,Riverside Surrounding 
5781,W2ND Historic Inn,148 N MacDonald,Mesa,AZ,85201-6621,4,,In Construction,33.4186931,-111.8345541,Phoenix,Mesa 
5782,Hotel and Conference Center,2200 Carmichael Rd,Hudson,WI,54016-2277,100,,Deferred,44.9484827,-92.7238263,Minneapolis,St Paul 
5783,Phase 2B: BLDG O (137 Room Hotel),I-70 & Olive Blvd,University City,MO,63132,137,,Abandoned,38.6768355,-90.3588459,Saint Louis,St Louis Airport 
5784,Unknown Name,1827-1829 M St NW,Washington,DC,20036-2503,52,,Abandoned,38.9058504,-77.0429128,Washington,Washington DC CBD 
5785,Unknown Name,6939 Warfield Ave,Sykesville,MD,21784,100,,Deferred,39.3758979,-76.9647383,Baltimore,Baltimore Area 
5786,V,5000 Gibson Blvd,Albuquerque,NM,87117,150,,Planning,35.0572101,-106.6002848,Albuquerque,Albuquerque Uptown/East 
5787,Kintesu Hotel Legacy,6500 Legacy Dr,Plano,TX,75024-3611,250,,Abandoned,33.0791204,-96.8323878,Dallas,West Plano/Frisco 
5788,The Seven Hills Resort and Conference Center,N Highway 87,Fredericksburg,TX,78624,150,,Abandoned,30.286741,-98.8893676,Texas West,Central Texas Area 
5789,Unknown Name,218 Lindsay St,High Point,NC,27262-4826,120,,Abandoned,35.958083,-80.0122986,Greensboro/Winston Salem,Burlington/High Point NC 
5790,Commodore Plaza,3102 Commodore Plaza,Miami,FL,33133,21,,Deferred,25.7269234,-80.2442439,Miami,Miami South 
5791,Unknown Name,529 King St,Charleston,SC,29403-5503,50,,Planning,32.7907887,-79.9398667,Charleston,Charleston/West Ashley 
5792,Unknown Name,132 E Broughton St,Savannah,GA,31401-3338,43,,Deferred,32.0785647,-81.0898478,Savannah,Savannah Historic District 
5793,Legacy Central Hotel,Chase Oaks Blvd,Plano,TX,75023-2308,200,,In Construction,33.0627862,-96.6927333,Dallas,East Plano/Richardson 
5794,Unknown Name,1104 E Walnut St,Columbia,MO,65201-4943,80,,Planning,38.9521828,-92.3247166,Missouri North,Columbia/Jefferson City 
